ANO_ATEND,ANO_CMPT,CID,CNES,MES_ATEND,MES_CMPT,ORIGEM,PERIODO_ATEND,PERIODO_CMPT,QTD,SIGITAP,TIPO,UF
2017,2017,K036,2078015,5,6,PA_APAC,2017/05-A,2017/06-C,3,306020106,PROC,SP
2017,2017,D571,2079798,6,6,PA_APAC,2017/06-A,2017/06-C,2,306020106,PROC,SP
2017,2017,K922,2079798,6,6,PA_APAC,2017/06-A,2017/06-C,19,306020106,PROC,SP
2017,2017,Q210,2079798,6,6,PA_APAC,2017/06-A,2017/06-C,1,306020106,PROC,SP
2017,2017,K252,2079798,6,6,PA_APAC,2017/06-A,2017/06-C,23,306020106,PROC,SP
2017,2017,I710,2079798,6,6,PA_APAC,2017/06-A,2017/06-C,16,306020106,PROC,SP
2017,2017,Z000,2755130,6,6,PA_APAC,2017/06-A,2017/06-C,2,306020106,PROC,SP
2017,2017,0,2688689,5,6,PA_APAC,2017/05-A,2017/06-C,1,306020084,PROC,SP
2017,2017,Z940,2079798,6,6,PA_APAC,2017/06-A,2017/06-C,4,306020106,PROC,SP
2017,2017,C762,2079798,6,6,PA_APAC,2017/06-A,2017/06-C,29,306020106,PROC,SP
2017,2017,R69,2079410,6,6,PA_APAC,2017/06-A,2017/06-C,6,306020084,PROC,SP
2017,2017,D649,2079798,6,6,PA_APAC,2017/06-A,2017/06-C,7,306020106,PROC,SP
2017,2017,C61,2079798,6,6,PA_APAC,2017/06-A,2017/06-C,8,306020084,PROC,SP
2017,2017,Z944,2079798,6,6,PA_APAC,2017/06-A,2017/06-C,62,306020106,PROC,SP
2017,2017,R58,2088193,7,7,PA_APAC,2017/07-A,2017/07-C,3,306020106,PROC,SP
2017,2017,I714,2082527,7,7,PA_APAC,2017/07-A,2017/07-C,2,306020106,PROC,SP
2017,2017,0,5718368,7,7,PA_APAC,2017/07-A,2017/07-C,1,306020084,PROC,SP
2017,2017,R58,2702193,7,7,PA_APAC,2017/07-A,2017/07-C,3,306020106,PROC,SP
2017,2017,D509,2078325,7,7,PA_APAC,2017/07-A,2017/07-C,2,306020106,PROC,SP
2017,2017,0,2082349,7,7,PA_APAC,2017/07-A,2017/07-C,4,306020106,PROC,SP
2017,2017,D630,2080125,7,7,PA_APAC,2017/07-A,2017/07-C,2,306020106,PROC,SP
2017,2017,0,2079135,7,7,PA_APAC,2017/07-A,2017/07-C,4,306020106,PROC,SP
2017,2017,0,2080346,7,7,PA_APAC,2017/07-A,2017/07-C,17,306020106,PROC,SP
2017,2017,Z000,2069776,6,7,PA_APAC,2017/06-A,2017/07-C,3,306020106,PROC,SP
2017,2017,T810,2082527,7,7,PA_APAC,2017/07-A,2017/07-C,7,306020106,PROC,SP
2017,2017,0,2051389,7,7,PA_APAC,2017/07-A,2017/07-C,1,306020106,PROC,SP
2017,2017,0,2025752,7,7,PA_APAC,2017/07-A,2017/07-C,8,306020106,PROC,SP
2017,2017,K921,2082527,7,7,PA_APAC,2017/07-A,2017/07-C,2,306020106,PROC,SP
2017,2017,Z713,2078015,6,7,PA_APAC,2017/06-A,2017/07-C,1,306020106,PROC,SP
2017,2017,R074,2077477,7,7,PA_APAC,2017/07-A,2017/07-C,1,306020106,PROC,SP
2017,2017,Z006,2077485,7,7,PA_APAC,2017/07-A,2017/07-C,7,306020106,PROC,SP
2017,2017,0,2096463,7,7,PA_APAC,2017/07-A,2017/07-C,4,306020106,PROC,SP
2017,2017,Q213,2079798,7,7,PA_APAC,2017/07-A,2017/07-C,1,306020106,PROC,SP
2017,2017,Q220,2079798,7,7,PA_APAC,2017/07-A,2017/07-C,1,306020084,PROC,SP
2017,2017,I060,2079798,7,7,PA_APAC,2017/07-A,2017/07-C,8,306020084,PROC,SP
2017,2017,D106,2079798,7,7,PA_APAC,2017/07-A,2017/07-C,5,306020084,PROC,SP
2017,2017,D106,2079798,7,7,PA_APAC,2017/07-A,2017/07-C,3,306020106,PROC,SP
2017,2017,N950,2077477,7,7,PA_APAC,2017/07-A,2017/07-C,2,306020106,PROC,SP
2017,2017,K808,2079798,7,7,PA_APAC,2017/07-A,2017/07-C,6,306020106,PROC,SP
2017,2017,Z713,2078015,7,7,PA_APAC,2017/07-A,2017/07-C,1,306020106,PROC,SP
2017,2017,0,2688689,7,7,PA_APAC,2017/07-A,2017/07-C,2,306020084,PROC,SP
2017,2017,C169,2079798,7,7,PA_APAC,2017/07-A,2017/07-C,2,306020106,PROC,SP
2017,2017,Q210,2079798,7,7,PA_APAC,2017/07-A,2017/07-C,1,306020084,PROC,SP
2017,2017,I050,2079798,7,7,PA_APAC,2017/07-A,2017/07-C,3,306020106,PROC,SP
2017,2017,I702,2079798,7,7,PA_APAC,2017/07-A,2017/07-C,3,306020106,PROC,SP
2017,2017,Z000,2069776,7,7,PA_APAC,2017/07-A,2017/07-C,8,306020106,PROC,SP
2017,2017,J960,2079798,7,7,PA_APAC,2017/07-A,2017/07-C,2,306020106,PROC,SP
2017,2017,K036,2078015,6,7,PA_APAC,2017/06-A,2017/07-C,3,306020106,PROC,SP
2017,2017,C901,2079798,7,7,PA_APAC,2017/07-A,2017/07-C,8,306020084,PROC,SP
2017,2017,S722,2079798,7,7,PA_APAC,2017/07-A,2017/07-C,18,306020106,PROC,SP
2017,2017,D649,2082756,7,7,PA_APAC,2017/07-A,2017/07-C,6,306020106,PROC,SP
2017,2017,K929,2069776,7,7,PA_APAC,2017/07-A,2017/07-C,1,306020106,PROC,SP
2017,2017,T07,2748223,7,7,PA_APAC,2017/07-A,2017/07-C,3,306020106,PROC,SP
2017,2017,0,2090236,7,7,PA_APAC,2017/07-A,2017/07-C,9,306020106,PROC,SP
2017,2017,R042,2082527,7,7,PA_APAC,2017/07-A,2017/07-C,4,306020106,PROC,SP
2017,2017,C140,2079798,7,7,PA_APAC,2017/07-A,2017/07-C,4,306020106,PROC,SP
2017,2017,N007,2748223,7,7,PA_APAC,2017/07-A,2017/07-C,4,306020106,PROC,SP
2017,2017,C539,2077477,7,7,PA_APAC,2017/07-A,2017/07-C,1,306020106,PROC,SP
2017,2017,J390,2079798,7,7,PA_APAC,2017/07-A,2017/07-C,28,306020106,PROC,SP
2017,2017,D593,2079798,7,7,PA_APAC,2017/07-A,2017/07-C,37,306020106,PROC,SP
2017,2017,A162,2079798,7,7,PA_APAC,2017/07-A,2017/07-C,3,306020106,PROC,SP
2017,2017,I710,2079798,7,7,PA_APAC,2017/07-A,2017/07-C,23,306020106,PROC,SP
2017,2017,C900,2078015,6,7,PA_APAC,2017/06-A,2017/07-C,2,306020106,PROC,SP
2017,2017,K703,2079798,7,7,PA_APAC,2017/07-A,2017/07-C,3,306020106,PROC,SP
2017,2017,R100,2079798,7,7,PA_APAC,2017/07-A,2017/07-C,5,306020106,PROC,SP
2017,2017,0,2082861,7,7,PA_APAC,2017/07-A,2017/07-C,2,306020106,PROC,SP
2017,2017,S722,2079798,7,7,PA_APAC,2017/07-A,2017/07-C,10,306020084,PROC,SP
2017,2017,R17,2079798,7,7,PA_APAC,2017/07-A,2017/07-C,6,306020106,PROC,SP
2017,2017,0,2093537,7,7,PA_APAC,2017/07-A,2017/07-C,36,306020106,PROC,SP
2017,2017,K250,2079798,7,7,PA_APAC,2017/07-A,2017/07-C,3,306020106,PROC,SP
2017,2017,I64,2069776,7,7,PA_APAC,2017/07-A,2017/07-C,4,306020106,PROC,SP
2017,2017,Z944,2079798,7,7,PA_APAC,2017/07-A,2017/07-C,48,306020084,PROC,SP
2017,2017,0,2070596,7,7,PA_APAC,2017/07-A,2017/07-C,18,306020106,PROC,SP
2017,2017,I729,2079798,7,7,PA_APAC,2017/07-A,2017/07-C,4,306020106,PROC,SP
2017,2017,Z000,7373465,7,7,PA_APAC,2017/07-A,2017/07-C,4,306020106,PROC,SP
2017,2017,0,2079410,7,7,PA_APAC,2017/07-A,2017/07-C,8,306020106,PROC,SP
2017,2017,N180,2078775,7,7,PA_APAC,2017/07-A,2017/07-C,3,306020106,PROC,SP
2017,2017,0,2082519,7,7,PA_APAC,2017/07-A,2017/07-C,2,306020106,PROC,SP
2017,2017,0,2704900,7,7,PA_APAC,2017/07-A,2017/07-C,8,306020106,PROC,SP
2017,2017,D689,2079798,7,7,PA_APAC,2017/07-A,2017/07-C,3,306020106,PROC,SP
2017,2017,Z513,8923,7,7,PA_APAC,2017/07-A,2017/07-C,2,306020106,PROC,SP
2017,2017,Z000,2083604,7,7,PA_APAC,2017/07-A,2017/07-C,1,306020106,PROC,SP
2017,2017,K922,2079798,7,7,PA_APAC,2017/07-A,2017/07-C,39,306020106,PROC,SP
2017,2017,0,2093537,7,7,PA_APAC,2017/07-A,2017/07-C,18,306020084,PROC,SP
2017,2017,D649,2716097,7,7,PA_APAC,2017/07-A,2017/07-C,3,306020106,PROC,SP
2017,2017,V289,2077477,6,7,PA_APAC,2017/06-A,2017/07-C,3,306020106,PROC,SP
2017,2017,0,2079410,7,7,PA_APAC,2017/07-A,2017/07-C,7,306020084,PROC,SP
2017,2017,K810,2748223,7,7,PA_APAC,2017/07-A,2017/07-C,3,306020106,PROC,SP
2017,2017,0,2078775,7,7,PA_APAC,2017/07-A,2017/07-C,12,306020106,PROC,SP
2017,2017,Q210,2079798,7,7,PA_APAC,2017/07-A,2017/07-C,1,306020106,PROC,SP
2017,2017,E831,2078015,7,7,PA_APAC,2017/07-A,2017/07-C,4,306020106,PROC,SP
2017,2017,0,2085852,7,7,PA_APAC,2017/07-A,2017/07-C,5,306020106,PROC,SP
2017,2017,R571,2748223,7,7,PA_APAC,2017/07-A,2017/07-C,4,306020106,PROC,SP
2017,2017,I200,2079798,7,7,PA_APAC,2017/07-A,2017/07-C,3,306020106,PROC,SP
2017,2017,N180,2079798,7,7,PA_APAC,2017/07-A,2017/07-C,10,306020106,PROC,SP
2017,2017,C901,2079798,7,7,PA_APAC,2017/07-A,2017/07-C,8,306020106,PROC,SP
2017,2017,K593,2079798,7,7,PA_APAC,2017/07-A,2017/07-C,3,306020106,PROC,SP
2017,2017,D67,2078015,7,7,PA_APAC,2017/07-A,2017/07-C,3,306020106,PROC,SP
2017,2017,0,2083094,7,7,PA_APAC,2017/07-A,2017/07-C,3,306020106,PROC,SP
2017,2017,K036,2078015,7,7,PA_APAC,2017/07-A,2017/07-C,3,306020106,PROC,SP
2017,2017,D759,2077477,7,7,PA_APAC,2017/07-A,2017/07-C,2,306020106,PROC,SP
2017,2017,N178,2079798,7,7,PA_APAC,2017/07-A,2017/07-C,4,306020106,PROC,SP
2017,2017,D684,2079798,7,7,PA_APAC,2017/07-A,2017/07-C,3,306020106,PROC,SP
2017,2017,K922,2069776,7,7,PA_APAC,2017/07-A,2017/07-C,4,306020106,PROC,SP
2017,2017,0,2047438,7,7,PA_APAC,2017/07-A,2017/07-C,176,306020106,PROC,SP
2017,2017,Q213,2079798,7,7,PA_APAC,2017/07-A,2017/07-C,1,306020084,PROC,SP
2017,2017,T07,2079798,7,7,PA_APAC,2017/07-A,2017/07-C,5,306020106,PROC,SP
2017,2017,Q220,2079798,7,7,PA_APAC,2017/07-A,2017/07-C,2,306020106,PROC,SP
2017,2017,D134,2079798,7,7,PA_APAC,2017/07-A,2017/07-C,2,306020106,PROC,SP
2017,2017,C910,2077477,7,7,PA_APAC,2017/07-A,2017/07-C,2,306020084,PROC,SP
2017,2017,I710,2079798,7,7,PA_APAC,2017/07-A,2017/07-C,20,306020084,PROC,SP
2017,2017,0,2070812,7,7,PA_APAC,2017/07-A,2017/07-C,16,306020106,PROC,SP
2017,2017,Z944,2079798,7,7,PA_APAC,2017/07-A,2017/07-C,45,306020106,PROC,SP
2017,2017,S369,2079798,7,7,PA_APAC,2017/07-A,2017/07-C,6,306020106,PROC,SP
2017,2017,D759,2088576,7,7,PA_APAC,2017/07-A,2017/07-C,5,306020106,PROC,SP
2017,2017,I64,2748223,7,7,PA_APAC,2017/07-A,2017/07-C,6,306020106,PROC,SP
2017,2017,0,2085852,8,8,PA_APAC,2017/08-A,2017/08-C,2,306020106,PROC,SP
2017,2017,0,2075962,8,8,PA_APAC,2017/08-A,2017/08-C,3,306020106,PROC,SP
2017,2017,C189,2708779,8,8,PA_APAC,2017/08-A,2017/08-C,2,306020106,PROC,SP
2017,2017,0,9628,8,8,PA_APAC,2017/08-A,2017/08-C,1,306020106,PROC,SP
2017,2017,Z000,2069776,8,8,PA_APAC,2017/08-A,2017/08-C,6,306020106,PROC,SP
2017,2017,0,9628,7,8,PA_APAC,2017/07-A,2017/08-C,2,306020106,PROC,SP
2017,2017,0,2082519,8,8,PA_APAC,2017/08-A,2017/08-C,2,306020106,PROC,SP
2017,2017,0,2025361,8,8,PA_APAC,2017/08-A,2017/08-C,12,306020106,PROC,SP
2017,2017,I500,2069776,8,8,PA_APAC,2017/08-A,2017/08-C,4,306020106,PROC,SP
2017,2017,0,2080346,8,8,PA_APAC,2017/08-A,2017/08-C,33,306020106,PROC,SP
2017,2017,R100,2079798,8,8,PA_APAC,2017/08-A,2017/08-C,9,306020084,PROC,SP
2017,2017,K290,2069776,8,8,PA_APAC,2017/08-A,2017/08-C,2,306020106,PROC,SP
2017,2017,D696,2078015,8,8,PA_APAC,2017/08-A,2017/08-C,1,306020106,PROC,SP
2017,2017,Q211,2079798,8,8,PA_APAC,2017/08-A,2017/08-C,1,306020106,PROC,SP
2017,2017,D510,2079798,8,8,PA_APAC,2017/08-A,2017/08-C,2,306020106,PROC,SP
2017,2017,0,2082349,8,8,PA_APAC,2017/08-A,2017/08-C,22,306020084,PROC,SP
2017,2017,K254,2079798,8,8,PA_APAC,2017/08-A,2017/08-C,4,306020106,PROC,SP
2017,2017,I659,2079798,8,8,PA_APAC,2017/08-A,2017/08-C,3,306020106,PROC,SP
2017,2017,K264,2748223,8,8,PA_APAC,2017/08-A,2017/08-C,2,306020106,PROC,SP
2017,2017,D649,2079798,8,8,PA_APAC,2017/08-A,2017/08-C,4,306020106,PROC,SP
2017,2017,R571,2079798,8,8,PA_APAC,2017/08-A,2017/08-C,24,306020106,PROC,SP
2017,2017,B417,2079798,8,8,PA_APAC,2017/08-A,2017/08-C,1,306020106,PROC,SP
2017,2017,C945,2079798,8,8,PA_APAC,2017/08-A,2017/08-C,10,306020106,PROC,SP
2017,2017,S720,2079798,8,8,PA_APAC,2017/08-A,2017/08-C,2,306020106,PROC,SP
2017,2017,I710,2079798,8,8,PA_APAC,2017/08-A,2017/08-C,16,306020106,PROC,SP
2017,2017,D696,2078015,7,8,PA_APAC,2017/07-A,2017/08-C,1,306020106,PROC,SP
2017,2017,0,2786680,8,8,PA_APAC,2017/08-A,2017/08-C,6,306020106,PROC,SP
2017,2017,C920,2079798,8,8,PA_APAC,2017/08-A,2017/08-C,3,306020106,PROC,SP
2017,2017,C787,2079798,8,8,PA_APAC,2017/08-A,2017/08-C,3,306020106,PROC,SP
2017,2017,R100,2077477,8,8,PA_APAC,2017/08-A,2017/08-C,1,306020106,PROC,SP
2017,2017,0,2051389,8,8,PA_APAC,2017/08-A,2017/08-C,13,306020106,PROC,SP
2017,2017,R578,2079798,8,8,PA_APAC,2017/08-A,2017/08-C,3,306020106,PROC,SP
2017,2017,E849,2079798,8,8,PA_APAC,2017/08-A,2017/08-C,1,306020106,PROC,SP
2017,2017,R571,2079798,8,8,PA_APAC,2017/08-A,2017/08-C,32,306020084,PROC,SP
2017,2017,D689,2079798,8,8,PA_APAC,2017/08-A,2017/08-C,4,306020106,PROC,SP
2017,2017,K746,2079798,8,8,PA_APAC,2017/08-A,2017/08-C,10,306020106,PROC,SP
2017,2017,K922,2748223,8,8,PA_APAC,2017/08-A,2017/08-C,2,306020106,PROC,SP
2017,2017,0,2091755,8,8,PA_APAC,2017/08-A,2017/08-C,2,306020106,PROC,SP
2017,2017,C539,2077477,8,8,PA_APAC,2017/08-A,2017/08-C,1,306020106,PROC,SP
2017,2017,K429,2079798,8,8,PA_APAC,2017/08-A,2017/08-C,6,306020106,PROC,SP
2017,2017,D67,2078015,8,8,PA_APAC,2017/08-A,2017/08-C,6,306020106,PROC,SP
2017,2017,K922,2082527,8,8,PA_APAC,2017/08-A,2017/08-C,10,306020106,PROC,SP
2017,2017,Q999,2079798,8,8,PA_APAC,2017/08-A,2017/08-C,1,306020106,PROC,SP
2017,2017,D45,2080273,7,8,PA_APAC,2017/07-A,2017/08-C,7,306020106,PROC,SP
2017,2017,R80,2079798,8,8,PA_APAC,2017/08-A,2017/08-C,3,306020106,PROC,SP
2017,2017,0,2078775,8,8,PA_APAC,2017/08-A,2017/08-C,3,306020106,PROC,SP
2017,2017,I743,2079798,8,8,PA_APAC,2017/08-A,2017/08-C,4,306020106,PROC,SP
2017,2017,0,2081644,8,8,PA_APAC,2017/08-A,2017/08-C,2,306020106,PROC,SP
2017,2017,B417,2079798,8,8,PA_APAC,2017/08-A,2017/08-C,2,306020084,PROC,SP
2017,2017,T07,2079798,8,8,PA_APAC,2017/08-A,2017/08-C,6,306020106,PROC,SP
2017,2017,E831,2078015,8,8,PA_APAC,2017/08-A,2017/08-C,4,306020106,PROC,SP
2017,2017,K920,2079798,8,8,PA_APAC,2017/08-A,2017/08-C,7,306020106,PROC,SP
2017,2017,I714,2748223,8,8,PA_APAC,2017/08-A,2017/08-C,2,306020084,PROC,SP
2017,2017,0,2090236,8,8,PA_APAC,2017/08-A,2017/08-C,8,306020106,PROC,SP
2017,2017,K922,2082527,8,8,PA_APAC,2017/08-A,2017/08-C,8,306020084,PROC,SP
2017,2017,0,2093537,8,8,PA_APAC,2017/08-A,2017/08-C,11,306020084,PROC,SP
2017,2017,0,2081482,8,8,PA_APAC,2017/08-A,2017/08-C,2,306020084,PROC,SP
2017,2017,D630,2080125,8,8,PA_APAC,2017/08-A,2017/08-C,2,306020106,PROC,SP
2017,2017,0,2070596,8,8,PA_APAC,2017/08-A,2017/08-C,5,306020106,PROC,SP
2017,2017,I714,2748223,8,8,PA_APAC,2017/08-A,2017/08-C,6,306020106,PROC,SP
2017,2017,I829,2082527,8,8,PA_APAC,2017/08-A,2017/08-C,5,306020106,PROC,SP
2017,2017,Q213,2079798,8,8,PA_APAC,2017/08-A,2017/08-C,3,306020106,PROC,SP
2017,2017,I607,2079798,8,8,PA_APAC,2017/08-A,2017/08-C,5,306020106,PROC,SP
2017,2017,0,2082225,7,8,PA_APAC,2017/07-A,2017/08-C,2,306020106,PROC,SP
2017,2017,S722,2079798,8,8,PA_APAC,2017/08-A,2017/08-C,17,306020106,PROC,SP
2017,2017,Z006,2077485,8,8,PA_APAC,2017/08-A,2017/08-C,24,306020106,PROC,SP
2017,2017,0,2074273,8,8,PA_APAC,2017/08-A,2017/08-C,2,306020106,PROC,SP
2017,2017,0,2079410,8,8,PA_APAC,2017/08-A,2017/08-C,17,306020106,PROC,SP
2017,2017,0,2081482,8,8,PA_APAC,2017/08-A,2017/08-C,1,306020106,PROC,SP
2017,2017,Z000,2083604,8,8,PA_APAC,2017/08-A,2017/08-C,2,306020106,PROC,SP
2017,2017,K703,2079798,8,8,PA_APAC,2017/08-A,2017/08-C,7,306020106,PROC,SP
2017,2017,0,2070812,8,8,PA_APAC,2017/08-A,2017/08-C,30,306020106,PROC,SP
2017,2017,R040,2702193,8,8,PA_APAC,2017/08-A,2017/08-C,2,306020106,PROC,SP
2017,2017,D67,2078015,7,8,PA_APAC,2017/07-A,2017/08-C,1,306020106,PROC,SP
2017,2017,P780,2079798,8,8,PA_APAC,2017/08-A,2017/08-C,4,306020106,PROC,SP
2017,2017,A480,2079798,8,8,PA_APAC,2017/08-A,2017/08-C,3,306020106,PROC,SP
2017,2017,Q999,2079798,8,8,PA_APAC,2017/08-A,2017/08-C,1,306020084,PROC,SP
2017,2017,K922,2079798,8,8,PA_APAC,2017/08-A,2017/08-C,29,306020106,PROC,SP
2017,2017,0,2093537,8,8,PA_APAC,2017/08-A,2017/08-C,11,306020106,PROC,SP
2017,2017,D538,2082527,8,8,PA_APAC,2017/08-A,2017/08-C,3,306020106,PROC,SP
2017,2017,S722,2079798,8,8,PA_APAC,2017/08-A,2017/08-C,13,306020084,PROC,SP
2017,2017,K746,2079798,8,8,PA_APAC,2017/08-A,2017/08-C,17,306020084,PROC,SP
2017,2017,I710,2079798,8,8,PA_APAC,2017/08-A,2017/08-C,25,306020084,PROC,SP
2017,2017,0,2047438,8,8,PA_APAC,2017/08-A,2017/08-C,147,306020106,PROC,SP
2017,2017,N180,2748223,8,8,PA_APAC,2017/08-A,2017/08-C,2,306020106,PROC,SP
2017,2017,Q213,2079798,8,8,PA_APAC,2017/08-A,2017/08-C,2,306020084,PROC,SP
2017,2017,0,2704900,8,8,PA_APAC,2017/08-A,2017/08-C,11,306020106,PROC,SP
2017,2017,Z944,2079798,8,8,PA_APAC,2017/08-A,2017/08-C,93,306020084,PROC,SP
2017,2017,D62,2079798,8,8,PA_APAC,2017/08-A,2017/08-C,3,306020106,PROC,SP
2017,2017,0,2096463,8,8,PA_APAC,2017/08-A,2017/08-C,2,306020106,PROC,SP
2017,2017,T07,2083981,8,8,PA_APAC,2017/08-A,2017/08-C,3,306020106,PROC,SP
2017,2017,Z944,2079798,8,8,PA_APAC,2017/08-A,2017/08-C,123,306020106,PROC,SP
2017,2017,0,2070812,8,8,PA_APAC,2017/08-A,2017/08-C,43,306020084,PROC,SP
2017,2017,0,2082225,8,8,PA_APAC,2017/08-A,2017/08-C,6,306020106,PROC,SP
2017,2017,D759,2088576,8,8,PA_APAC,2017/08-A,2017/08-C,3,306020106,PROC,SP
2017,2017,R100,2079798,8,8,PA_APAC,2017/08-A,2017/08-C,30,306020106,PROC,SP
2017,2017,0,2080346,9,9,PA_APAC,2017/09-A,2017/09-C,34,306020106,PROC,SP
2017,2017,C343,2082527,9,9,PA_APAC,2017/09-A,2017/09-C,3,306020106,PROC,SP
2017,2017,E831,2078015,9,9,PA_APAC,2017/09-A,2017/09-C,4,306020106,PROC,SP
2017,2017,I060,2079798,9,9,PA_APAC,2017/09-A,2017/09-C,7,306020084,PROC,SP
2017,2017,0,2074273,9,9,PA_APAC,2017/09-A,2017/09-C,8,306020106,PROC,SP
2017,2017,J90,2079798,9,9,PA_APAC,2017/09-A,2017/09-C,4,306020106,PROC,SP
2017,2017,C920,2083116,9,9,PA_APAC,2017/09-A,2017/09-C,10,306020084,PROC,SP
2017,2017,D758,2077477,9,9,PA_APAC,2017/09-A,2017/09-C,1,306020106,PROC,SP
2017,2017,K746,2079798,9,9,PA_APAC,2017/09-A,2017/09-C,15,306020106,PROC,SP
2017,2017,K073,2079798,9,9,PA_APAC,2017/09-A,2017/09-C,3,306020106,PROC,SP
2017,2017,0,2082349,9,9,PA_APAC,2017/09-A,2017/09-C,6,306020084,PROC,SP
2017,2017,J208,2023709,9,9,PA_APAC,2017/09-A,2017/09-C,1,306020106,PROC,SP
2017,2017,0,9628,7,9,PA_APAC,2017/07-A,2017/09-C,2,306020106,PROC,SP
2017,2017,0,2080346,8,9,PA_APAC,2017/08-A,2017/09-C,12,306020106,PROC,SP
2017,2017,K703,2082527,9,9,PA_APAC,2017/09-A,2017/09-C,8,306020084,PROC,SP
2017,2017,K922,2069776,9,9,PA_APAC,2017/09-A,2017/09-C,4,306020106,PROC,SP
2017,2017,S822,2079798,9,9,PA_APAC,2017/09-A,2017/09-C,4,306020106,PROC,SP
2017,2017,Q213,2079798,9,9,PA_APAC,2017/09-A,2017/09-C,2,306020106,PROC,SP
2017,2017,R578,2079798,9,9,PA_APAC,2017/09-A,2017/09-C,2,306020106,PROC,SP
2017,2017,Q218,2688689,8,9,PA_APAC,2017/08-A,2017/09-C,1,306020106,PROC,SP
2017,2017,0,2096463,9,9,PA_APAC,2017/09-A,2017/09-C,4,306020106,PROC,SP
2017,2017,Z006,2077485,9,9,PA_APAC,2017/09-A,2017/09-C,24,306020106,PROC,SP
2017,2017,0,2082349,9,9,PA_APAC,2017/09-A,2017/09-C,6,306020106,PROC,SP
2017,2017,0,2075962,9,9,PA_APAC,2017/09-A,2017/09-C,1,306020106,PROC,SP
2017,2017,D759,2088576,9,9,PA_APAC,2017/09-A,2017/09-C,2,306020106,PROC,SP
2017,2017,0,2047438,9,9,PA_APAC,2017/09-A,2017/09-C,1,306020106,PROC,SP
2017,2017,K703,2082527,9,9,PA_APAC,2017/09-A,2017/09-C,8,306020106,PROC,SP
2017,2017,Q213,2079798,9,9,PA_APAC,2017/09-A,2017/09-C,1,306020084,PROC,SP
2017,2017,N180,2748223,9,9,PA_APAC,2017/09-A,2017/09-C,2,306020106,PROC,SP
2017,2017,D649,2078015,9,9,PA_APAC,2017/09-A,2017/09-C,1,306020106,PROC,SP
2017,2017,R100,2079798,9,9,PA_APAC,2017/09-A,2017/09-C,8,306020106,PROC,SP
2017,2017,Q218,2688689,8,9,PA_APAC,2017/08-A,2017/09-C,1,306020084,PROC,SP
2017,2017,K831,2079798,9,9,PA_APAC,2017/09-A,2017/09-C,5,306020106,PROC,SP
2017,2017,0,2083086,7,9,PA_APAC,2017/07-A,2017/09-C,6,306020106,PROC,SP
2017,2017,S098,7373465,9,9,PA_APAC,2017/09-A,2017/09-C,3,306020106,PROC,SP
2017,2017,N939,2077477,8,9,PA_APAC,2017/08-A,2017/09-C,1,306020106,PROC,SP
2017,2017,C509,2079798,9,9,PA_APAC,2017/09-A,2017/09-C,3,306020106,PROC,SP
2017,2017,R17,2688689,9,9,PA_APAC,2017/09-A,2017/09-C,2,306020106,PROC,SP
2017,2017,Z000,2755130,9,9,PA_APAC,2017/09-A,2017/09-C,2,306020106,PROC,SP
2017,2017,F54,2078015,9,9,PA_APAC,2017/09-A,2017/09-C,2,306020106,PROC,SP
2017,2017,S367,2079798,9,9,PA_APAC,2017/09-A,2017/09-C,8,306020106,PROC,SP
2017,2017,Q211,2079798,9,9,PA_APAC,2017/09-A,2017/09-C,1,306020106,PROC,SP
2017,2017,S729,2079798,9,9,PA_APAC,2017/09-A,2017/09-C,13,306020106,PROC,SP
2017,2017,K746,2079798,9,9,PA_APAC,2017/09-A,2017/09-C,21,306020084,PROC,SP
2017,2017,D45,2080273,9,9,PA_APAC,2017/09-A,2017/09-C,4,306020106,PROC,SP
2017,2017,Q210,2079798,9,9,PA_APAC,2017/09-A,2017/09-C,3,306020084,PROC,SP
2017,2017,0,2091755,9,9,PA_APAC,2017/09-A,2017/09-C,12,306020106,PROC,SP
2017,2017,I710,2079798,9,9,PA_APAC,2017/09-A,2017/09-C,6,306020106,PROC,SP
2017,2017,C549,2079798,9,9,PA_APAC,2017/09-A,2017/09-C,3,306020106,PROC,SP
2017,2017,I710,2079798,9,9,PA_APAC,2017/09-A,2017/09-C,20,306020084,PROC,SP
2017,2017,0,2081695,8,9,PA_APAC,2017/08-A,2017/09-C,2,306020106,PROC,SP
2017,2017,0,2025752,9,9,PA_APAC,2017/09-A,2017/09-C,3,306020106,PROC,SP
2017,2017,Z039,2084171,9,9,PA_APAC,2017/09-A,2017/09-C,1,306020084,PROC,SP
2017,2017,0,9628,9,9,PA_APAC,2017/09-A,2017/09-C,2,306020106,PROC,SP
2017,2017,K274,2688689,9,9,PA_APAC,2017/09-A,2017/09-C,3,306020106,PROC,SP
2017,2017,C910,2077477,8,9,PA_APAC,2017/08-A,2017/09-C,4,306020084,PROC,SP
2017,2017,D696,2078015,8,9,PA_APAC,2017/08-A,2017/09-C,1,306020106,PROC,SP
2017,2017,T000,2688689,9,9,PA_APAC,2017/09-A,2017/09-C,2,306020106,PROC,SP
2017,2017,D689,2079798,9,9,PA_APAC,2017/09-A,2017/09-C,9,306020106,PROC,SP
2017,2017,D67,2078015,8,9,PA_APAC,2017/08-A,2017/09-C,3,306020106,PROC,SP
2017,2017,T07,2079798,9,9,PA_APAC,2017/09-A,2017/09-C,11,306020106,PROC,SP
